Signature,Token1,Token1_Change,Token2,Token2_Change,BlockTime
3KVYasq1dji3vp3pjNpquhwt4CyzRL2McpjHXqixEfvh8bGuESqKQEnub7WoeZ81YcXaaqHa1MhEUNGc1RPMYCCd,USDT,54.08416800000123,WSOL,0.39999999999997726,1740579910
5kM3Tz2G5piT6nse54fEKTmTUVK3Cg8BintVuerD7xEY7u1mRyHsJTKPhemX1X3L2PsWsxKHjkBCaYK3WgbkPehW,USDT,0.0,WSOL,0.0,1740579739
3Mb84sPSaPEY4F5oTUMzzhbSKrxVdys61aUW8xRt8WU288B8oPQWiVD8KPBzPrh5vwpnjeFj1iaXatBmYpdYaN1x,USDT,8.405910999994376,WSOL,0.06233027599955676,1740579738
5qM5oSU2dfHcCVZEGbG8LqV5CUCXJaTuTXLVzLx3i1b24n2AaT4neqKh3pNtQP92jaGhcrswCCyEGYaMNDTMi9ec,USDT,0.0,WSOL,0.0,1740579760
2VHn3568gAK6GhsfEHT7c8worG75noLKxCwmoCLKtLz79AaZqiA2qVpyQocTGhEEUjPsmeDVtK2SpcRzSGYQzzTp,USDT,0.0,WSOL,0.0,1740579909
H3qtx45yPb3BCSC3FhB2Mqb62JvEMjLyJGTT9cadVgY8nG5xBLX4UXaqCB7nHiPDDFNPKN3dB6h8Q3k47Eptrmg,USDT,0.0,WSOL,0.0,1740579738
3vnqM6UyHNDKe7bY5s5Cxo6E1Jr4KShxTkNpCEWDo3ZLjDNobKnAKe7vRD82BRLqpwRRCxNAHXZLN6rd3F4fvXSd,USDT,0.0,WSOL,0.0,1740579914
4t6Bvptk1hp8kWXYc5Pa7V62HjAHSavowBfDsZ8ULskm1pXFYaHHAgdsq4EFB5b2diNJcq7HbRPDNwyTWhKWEDtz,USDT,178.89641600000323,WSOL,1.32332311600112,1740579903
Rbdx6ZukGqBQcvCCevFxsYEFMs6qh7nRTDa9E1DDdhZY9PjLRPXsTtXbgwYDjDCffaNTHWvAKZYLcbTWTxMRvPu,USDT,149.77229599999555,WSOL,1.1074968690008973,1740579575
4SLsm3u2sjgisD1aYCqu8FrDtfmzHK6USZ9KAKDEW9sbjCNuahoCsvmgg1Kqdo7xM9tgMmedDDoSphRND8kL89qf,USDT,0.0,WSOL,0.0,1740579693
5fohgShDP7L9ucsPUZnAyjTQsQ1NDH7DbigxJBVZUxFvKS1gBLqrrzqxaQJXHmMVTNrJxXXVjfajWhKP2EcPHVCX,USDT,27.050324000003457,WSOL,0.20006562499997926,1740579908
22eE8RcTJvMxzCGFdpKLzkGz8VALkU6mQkznaZxjbS36st9MHDk9EnNjjf8Luwnyevf1JhfdXcEgmEYkzeZ35Uy6,USDT,268.47922500000277,WSOL,1.9863476489990717,1740579903
5SoyGpqwFcD2ZCMsRqCc3KT7fxqieNwEBWLwkGDLMrWabaC6Zppp4gaNui9kxodNk1Avy8J6sEV37MJJc9Pd2W6o,USDT,6.744510999997146,WSOL,0.04992907599989849,1740579914
217NiT92ekx3mwv9J4gik1x5yk7AA9CiXdUeZbMuw6VFVjxVQd7myGPMe2dbWpZNhDaLCouUuKf2Q7nMpsjyufSX,USDT,61.09097099999781,WSOL,0.45307322400003613,1740579738
44FcPj4ccK1EWnGjZMPRrPTqbfrwhFaGSytnWwL3gk6aD4yGXKkHJgEupjxRxhmgq3ME7wYtiyuZquQeZ1dgHJvj,USDT,53.91893400000117,WSOL,0.3999999999996362,1740579759
4CukmG9eMWkqHG7R88LWbynFWZm68keaJakYewSWUcDqTZiABViJuWK8Vq8GxwzvXRoEGcTfuYjt41oJEGb2XdD2,USDT,76.99563499999931,WSOL,0.5695693159996154,1740579693
41GydcQ4PvzZvUvkyEh1pnD49JH7kaJF5ibk7qUbjXu5eqM3nHDupjpmV55Cp8SgKt1HECpHzc8yY7zmcKHwcR4U,USDT,100.0,WSOL,0.7396168909999687,1740579575
369FAvYmPxWZq6zW2X21qeNN6dPeix42Zh8tH9ytAKWUoeXReGaveUHoU5sQjg47kKtGr8B6QywAXcfLV3EzwVsf,USDT,0.0,WSOL,0.0,1740579708
ijkjeUdhDKxN3pZtN3xELxp4r5SfCaaMzMdxiAbUWL5FJGaBq9LG9ThVamWMPjyZGoJdz5E9KAXKvfkGBArkpJh,USDT,179.00278499998967,WSOL,1.3245998269994743,1740579902
4tCiJvnCdLDxJn7UmH81pFuH4wEuuhRy9agXd4DADeCDXGPWskZhR5Z2gYgEMGug96ddW9kqT5TASzqeCim7uByr,USDT,94.36404299999413,WSOL,0.7000000000007276,1740579759
672sQF8tQ1tGuw8KFH6VD7XM7gpEtpmMuBtuBNDCDt7WRni2Ur5eGrMkg8t3oTrTScVuzCc2AL9f8gU1P8DZp5uY,USDT,46.585593999989214,WSOL,0.34463096400031645,1740579693
