Signature,Non-Stable Change,Stable Change,Price,BlockTime
2gSj6UWswEWvcYGFr9zEWsWcvZCNowWwGDz7j2RV1KN11Xrp7hAwupgkRbMNRogUvWrXHzthueVaqwWGsvxvVtGc,0.3801189920013712,52.75047500000801,138.77358435123315,1740585660
